time,energy
379364830.478878,9961
379364831.482742,1476
379364836.548593,1648
379364837.242051,9436
379364840.920863,13788
379364841.485031,4934
379364841.981018,1224
379364846.246883,3890
379364846.074876,2447
379364848.961706,2338
379364851.693913,10780
379364851.809712,5873
379364853.02995,4150
379364852.953304,4723
379364855.404396,591
379364858.492051,5156
379364859.451095,4512
379364860.83219,14027
379364863.484674,5464
379364866.489435,12420
379364867.075525,858
379364868.111172,6772
379364869.982184,9239
379364870.990049,1698
379364871.139636,5675
379364875.138196,1379
379364877.879358,1499
379364876.77637,11514
379364879.77602,7947
379364881.686199,378
379364884.612209,10273
379364887.599994,2784
379364889.573608,2775
379364889.285061,2211
379364893.284387,658
379364892.164186,2155
379364893.786585,5780
379364897.997907,5044
379364898.998414,115
379364901.282012,3347
379364903.2246,767
379364905.212186,4097
379364908.466333,5189
379364914.539607,2502
379364913.849805,6683
379364915.892863,9450
379364917.447915,3254
379364921.218868,1690
379364924.225728,7376
379364924.510939,974
379364925.587999,9046
379364932.291343,223
379364933.47361,9048
379364937.279797,5486
379364939.230333,118
379364942.81241,4025
379364941.94449,8812
379364943.900713,618
379364947.890999,8795
379364946.753579,4727
379364949.981628,2714
379364951.0232,14065
379364954.829247,1783
379364957.383411,2573
379364957.138723,469
379364958.940213,1410
379364962.166793,3538
379364964.094768,2038
379364966.117451,904
379364968.460461,3310
379364970.042078,1490
379364972.37725,1381
379364976.271915,4213
379364978.219753,4243
379364977.03135,1126
379364984.598825,662
379364982.721875,4883
379364986.435533,3106
379364988.092749,4106
379364989.712634,1259
379364994.115376,8117
379364995.841659,1155
379364999.459883,3048
379365000.123403,3913
379365001.081699,13681
379365004.84158,1726
379365007.240555,1490
379365009.601427,2259
379365011.379933,14203
379365015.266732,662
379365021.022541,14033
379365022.567898,5358
379365023.038053,929
379365024.513145,11280
379365031.523632,1435
379365031.791619,566
379365036.533612,561
379365037.94273,749
379365042.160421,13015
379365043.319209,6651
379365049.258514,3155
379365051.970648,1661
379365055.530468,9992
379365058.363093,6649
379365062.328108,5015
379365065.170627,4203
379365067.306913,14086
379365069.29966,6086
379365073.990918,432
379365076.883508,10818
379365076.870061,1162
379365083.267989,6233
379365085.164221,3115
379365087.489301,5024
379365089.637597,3009
379365091.984149,1487
379365095.845133,467
379365098.962208,5203
379365101.410418,600
379365105.479673,7584
379365107.783409,3556
379365112.663121,14232
379365119.322463,7203
379365119.940089,5425
379365125.130235,1117
379365127.651546,4859
379365129.781644,4565
379365131.583686,1348
379365137.119184,325
379365141.203952,13912
379365144.922979,13812
379365148.188738,2219
379365149.421311,626
379365152.366746,314
379365155.955078,6366
379365158.02282,2253
379365162.429043,3154
379365161.761193,1518
379365165.103246,7292
379365169.294566,13802
379365172.351203,160
379365179.117169,2179
379365180.874851,1425
379365182.574259,4150
379365186.559465,815
379365188.1427,2571
379365193.548159,4377
379365196.110982,3757
379365198.426624,1261
379365201.563926,13265
379365208.246604,1365
379365207.865066,360
379365211.064633,9715
379365215.561519,1473
379365216.583039,2046
379365221.396667,556
379365225.117478,3156
379365227.234851,3809
379365230.161313,1491
379365236.264656,13763
379365238.897507,6594
379365243.135378,333
379365249.810118,3928
379365251.602564,5790
379365255.809391,1689
379365258.376421,13729
379365263.320464,11389
379365267.370723,11117
379365269.499358,1559
379365273.324732,129
379365276.439871,14248
379365278.923277,11377
379365282.536456,3487
379365285.736882,10635
379365288.297558,2254
379365290.797999,13639
379365292.717702,1191
379365299.036589,3755
379365301.736721,1165
379365303.28076,1481
379365306.934918,1116
379365309.456112,3463
379365309.815079,6246
379365313.836974,1536
379365317.352008,165
379365316.787181,1024
379365321.298428,868
379365325.464033,4561
379365331.118319,2697
379365338.226339,1523
379365340.617099,1408
379365341.915344,284
379365343.851675,13595
379365346.339119,4087
379365351.933618,3192
379365355.529146,13513
379365356.655082,2170
379365359.809282,876
379365362.072987,5007
379365364.66836,2325
379365369.005206,13499
379365373.344894,1227
379365377.17631,2411
379365381.528119,1960
379365384.469314,2301
379365383.72372,145
379365385.947788,13531
379365387.86564,1558
379365393.43558,2397
379365397.183179,4366
379365400.075079,5336
379365405.536814,155
379365408.311684,241
379365408.666641,2418
379365412.243536,7207
379365418.640776,12164
379365417.842802,2721
379365420.541409,425
379365426.625078,955
379365429.141454,1676
379365432.515747,345
379365436.261621,2311
379365440.23267,718
379365444.967986,13431
379365448.068138,5729
379365450.692028,2164
379365455.544544,4622
379365458.202966,13830
379365463.544014,1289
379365467.276361,215
379365468.531112,13442
379365472.642879,13441
379365475.888652,8966
379365478.320104,13370
379365480.50021,1966
379365484.518684,13332
379365488.149159,5005
379365490.110621,333
379365494.37397,152
379365495.116693,5662
379365499.114716,3962
379365503.726719,2728
379365507.068421,13379
379365509.589877,367
379365511.629539,13532
379365517.553173,2403
379365522.914647,1415
379365527.06135,13318
379365530.800912,13839
379365535.468036,6618
379365541.15685,1850
379365542.185761,13347
379365545.323481,13165
379365547.542212,2512
379365550.171172,8098
379365552.63768,3932
379365559.054118,13300
379365560.062883,1583
379365563.988048,2590
379365565.666546,601
379365568.635438,1517
379365570.494589,1066
379365573.473903,10767
379365579.631597,1971
379365583.746177,5061
379365587.789724,322
379365589.457934,2122
379365595.589254,4559
379365594.736191,14102
379365596.720709,1831
379365599.273076,11791
379365604.122044,13157
379365603.906648,1511
379365610.383055,2720
379365613.190204,13181
379365612.084076,1740
379365617.196061,2070
379365621.057838,534
379365619.511069,4719
379365626.694174,4111
379365625.305111,708
379365631.302592,9119
379365629.6686,1634
379365633.687667,7093
379365636.479812,1578
379365638.485663,1480
379365640.63674,4496
379365645.547783,6808
379365650.23619,11392
379365650.860022,13246
379365657.648468,307
379365660.639501,13207
379365662.973067,5246
379365665.834336,4160
379365666.27657,7265
379365670.77587,13224
379365672.243244,3184
379365674.807492,8202
379365676.840721,13183
379365676.625847,10755
379365683.661545,13209
379365681.729104,6940
379365688.917043,3935
379365691.709153,13672
379365695.968634,13372
379365698.061673,2650
379365701.028257,14030
379365705.495655,9539
379365708.705457,3312
379365708.838377,2006
379365712.339805,9998
379365714.458783,13205
379365716.850588,393
379365718.188295,1005
379365721.325486,405
379365725.20111,13207
379365727.750158,9157
379365728.975868,4056
379365731.208038,6296
379365735.22664,13281
379365738.573507,8021
379365737.394368,12612
379365743.680559,1808
379365745.165592,1426
379365746.169942,678
379365750.189972,13312
379365754.079736,13343
379365755.10045,8205
379365758.745595,6034
379365761.742075,8428
379365764.366333,2690
379365762.530852,6019
379365766.115833,12452
379365769.976466,10084
379365771.532748,11030
379365773.44096,1604
379365777.019508,7285
379365777.170483,10231
379365778.80121,6165
379365780.92924,10071
379365785.050629,1576
379365786.844503,2781
379365790.02603,13305
379365792.565972,13380
379365795.217865,8359
379365794.888587,13428
379365799.78842,7159
379365798.91389,7568
379365803.471901,444
379365804.55228,13426
379365806.404713,5875
379365810.19229,5307
379365813.513818,7991
379365816.509145,12901
379365819.11823,6912
379365820.787777,5635
379365821.878255,10599
379365822.472127,11749
379365825.891755,13824
379365826.160064,5313
379365829.697459,2645
379365827.369387,1523
379365830.600334,1412
379365833.838031,5880
379365835.768815,2958
379365839.187664,13390
379365839.724193,7945
379365841.215181,8969
379365843.622695,2327
379365849.930381,2366
379365852.377934,9251
379365854.537378,781
379365857.50788,6395
379365858.873058,2139
379365859.95989,8332
379365861.225094,1870
379365867.338891,6924
379365869.078225,2238
379365871.882008,3907
379365874.160482,2908
379365875.809814,13453
379365878.626069,1434
379365880.004618,13483
379365882.267255,6438
379365883.341081,13199
379365888.181622,2191
379365887.895149,6591
379365891.977201,3838
379365892.387894,1410
379365897.047902,6277
379365898.442929,228
379365900.146985,4998
379365903.310383,6067
379365907.655271,8252
379365908.731468,1480
379365909.319097,7058
379365915.377882,13490
379365916.761873,13503
379365920.257123,9533
379365921.765638,13530
379365922.786916,320
379365924.516877,3561
379365927.466521,3501
379365931.004067,3093
379365933.128793,13639
379365936.039567,13585
379365937.420803,9244
379365941.478334,5333
379365942.307747,12760
379365944.178159,4512
379365945.319432,5845
379365948.162059,1194
379365949.460892,7834
379365952.712481,14059
379365952.129362,533
379365956.527491,13582
379365958.59869,13587
379365960.594563,1398
379365961.520313,484
379365964.75855,9357
379365967.352803,13591
379365969.319382,7804
379365974.043883,376
379365974.188289,14097
379365979.335155,13439
379365979.676147,13628
379365983.012899,194
379365985.088377,8605
379365987.120248,7507
379365989.599171,3674
379365993.587794,8271
379365992.044484,12750
379365994.950946,685
379365998.535627,633
379366000.279483,370
379366006.165881,13762
379366007.137242,13677
379366009.346643,13664
379366013.486174,244
379366014.338373,622
379366016.463508,6026
379366018.247317,3198
379366023.953879,13996
379366026.525951,13724
379366029.062146,8527
379366031.846822,1884
379366033.848631,13725
379366036.728251,11134
379366039.422509,7411
379366043.985513,3122
379366048.113142,12063
379366050.404566,13745
379366055.663256,1123
379366056.575263,6663
379366058.427873,381
379366062.346951,3686
379366066.131139,1816
379366069.944704,4524
379366071.797914,2569
379366074.687783,13683
379366075.772499,1445
379366078.206849,4517
379366079.556383,13787
379366084.642947,13700
379366087.992294,10215
379366092.003337,4416
379366094.501959,5748
379366096.935856,13777
379366100.217401,217
379366107.821731,12873
379366108.784747,13857
379366111.318419,11809
379366114.996035,13782
379366116.973617,9670
379366119.755376,471
379366123.230737,10194
379366124.987926,9213
379366129.555928,13233
379366132.073647,10944
379366136.593705,13835
379366139.826876,13802
379366145.248631,1566
379366148.283662,11499
379366150.794297,493
379366152.373015,188
379366155.447464,9240
379366158.907788,13794
379366162.128068,196
379366161.960313,4460
379366162.833744,996
379366166.641904,8308
379366172.323652,1533
379366172.928791,4924
379366174.332744,176
379366175.789042,5092
379366179.225238,11139
379366184.357428,10704
379366186.868455,2720
379366190.953603,13891
379366190.01836,7680
379366195.084258,6151
379366198.126877,3904
379366200.164055,7116
379366202.149209,10981
379366203.515606,7768
379366205.930985,2994
379366206.927283,4536
379366207.003882,6965
379366212.112727,8646
379366213.614861,5623
379366214.859703,4608
379366219.264386,1729
379366221.559269,13946
379366222.426634,13366
379366225.213042,4531
379366225.556323,13935
379366231.602802,13899
379366231.00662,1846
379366233.137858,12965
379366235.480056,3852
379366238.261633,318
379366241.837512,6768
379366244.028865,7083
379366245.974069,1699
379366253.287975,1994
379366258.745653,13949
379366260.483742,13960
379366260.691654,1692
379366262.733993,6124
379366264.249158,8177
379366264.715622,3414
379366267.088703,12196
379366270.155562,5231
379366271.111716,5623
379366276.366746,6536
379366276.231871,14052
379366277.392427,13773
379366281.308687,1241
379366283.69755,8143
379366284.967397,5411
379366289.294703,1441
379366292.447854,2352
379366295.995315,8001
379366296.01323,14052
379366299.510255,14039
379366302.95545,454
379366303.488303,827
379366308.17352,9280
379366309.458605,7627
379366311.425493,12700
379366315.476842,408
379366317.666327,14035
379366319.711257,3943
379366321.74639,4606
379366328.765607,2208
379366330.2058,14023
379366332.684183,5027
379366334.469123,11146
379366338.241304,4294
379366341.546196,534
379366343.039433,5047
379366345.560934,5775
379366347.78674,4718
379366350.065287,4258
379366352.587832,5674
379366356.488115,2499
379366357.384916,490
379366359.120781,14030
379366363.614613,1572
379366365.56669,335
379366368.906774,7787
379366375.149707,1848
379366379.159151,12279
379366384.597156,11849
379366383.685804,2158
379366391.067566,5338
379366392.110072,3057
379366395.653138,11583
379366398.655798,1275
379366400.112338,13101
379366402.275034,3149
379366406.63926,3826
379366406.711354,13889
379366407.201436,13928
379366411.564732,3445
379366414.707723,5003
379366412.87593,7329
379366415.985085,13888
379366419.938028,12932
379366422.895283,13950
379366426.04002,10797
379366429.824323,5859
379366435.153897,7250
379366440.683513,10096
379366442.748962,6153
379366449.508496,13824
379366451.217983,2418
379366453.842822,11187
379366458.459718,1112
379366460.54831,4418
379366465.93542,6986
379366469.334333,190
379366468.851583,2061
379366470.740338,13826
379366472.339973,5192
379366474.910553,4583
379366477.428446,8614
379366480.554245,4688
379366482.477978,13821
379366486.238287,168
379366492.405137,1605
379366495.167009,6468
379366496.760659,4324
379366498.119049,13783
379366504.485475,4673
379366507.688426,3892
379366509.091887,5718
379366511.310506,3568
379366514.965737,126
379366519.681046,12537
379366523.39364,13919
379366524.920969,8787
379366530.423917,7070
379366533.672876,5091
379366536.154326,13727
379366538.49144,5191
379366542.005618,1671
379366540.184669,14050
379366543.123625,13713
379366545.843475,13766
379366547.575913,2293
379366551.018517,921
379366554.164869,136
379366560.871205,10361
379366562.673594,5141
379366563.621154,1506
379366568.721421,896
379366575.198922,7246
379366578.167737,3928
379366586.20751,6461
379366590.565037,1191
379366593.144444,14055
379366598.06575,1433
379366601.777942,330
379366602.762589,992
379366611.589996,8723
379366614.001545,445
379366617.694543,4201
379366623.044541,13653
379366626.153761,2629
379366630.410956,12632
379366635.12467,5328
379366637.442964,1916
379366640.204133,13811
379366641.627667,6277
379366644.381514,8817
379366650.75101,13597
379366655.71707,10519
379366657.227753,1974
379366665.676445,4554
379366674.01667,3716
379366675.496845,1663
379366680.020508,155
379366687.271048,13545
379366689.035757,12538
379366693.497895,13571
379366700.207886,4851
379366702.098489,14258
379366704.030121,6870
379366707.49237,3097
379366709.761483,2817
379366709.211729,13723
379366712.495753,1927
379366716.184527,505
379366715.512754,1244
379366716.687521,1153
379366720.849281,537
379366721.277244,4702
379366722.953384,3508
379366725.940799,10129
379366727.471582,1436
379366727.997774,7271
379366726.831931,2001
379366730.774238,8723
379366733.984958,1234
379366732.3705,7422
379366736.09772,291
379366739.072867,303
379366738.7366,2717
379366741.562805,7331
379366744.696446,3828
379366743.40219,690
379366745.69513,1180
379366749.008373,6831
379366751.169974,5402
379366750.908307,4495
379366754.78844,157
379366756.226059,1375
379366758.714127,7487
379366762.243966,7294
379366763.788133,8015
379366770.731778,11320
379366775.98395,10167
379366778.344944,13407
379366783.694415,13441
379366787.358553,4505
379366793.47419,7123
379366802.130222,4800
379366808.051777,4860
379366815.079804,654
379366818.131734,435
379366827.090394,9709
379366831.352892,4371
379366837.133362,11768
379366841.33282,3686
379366848.261913,13350
379366852.898078,409
379366857.942464,3191
379366859.478611,2157
379366865.772399,839
379366873.373627,1504
379366878.313036,8638
379366886.412893,13392
379366891.875656,449
379366899.751017,169
379366903.817299,9084
379366910.89093,13172
379366913.838736,13564
379366919.23142,6034
379366922.0329,14257
379366928.015098,13213
379366930.624818,1502
379366932.355039,13194
379366942.18791,249
379366943.922992,5620
379366953.438728,13323
379366956.284646,11797
379366963.21908,2364
379366967.191991,9733
379366971.824579,13169
379366974.57646,806
379366979.943267,13158
379366983.541747,770
379366986.310341,1588
379366991.779587,13133
379366993.528911,13196
379366996.544141,584
379367000.935621,1645
379367000.934656,1713
379367003.626957,129
379367005.88783,10503
379367006.015155,14053
379367009.065445,1862
379367011.430018,1287
379367014.226271,5452
379367015.208561,2844
379367016.000906,13294
379367019.71825,1806
379367022.011669,13175
379367024.052621,13408
379367028.045225,3541
379367030.722554,13250
379367035.471116,4112
379367035.012484,759
379367036.536499,7691
379367040.672238,4798
379367043.640647,13237
379367042.57052,2491
379367044.428375,365
379367048.222502,2608
379367054.377927,13271
379367056.039026,2369
379367058.375642,1148
379367061.11384,5180
379367064.622816,13341
379367066.005354,2192
379367072.709794,13219
379367073.324311,2559
379367079.758705,211
379367082.791271,10087
379367086.301195,6782
379367090.657023,12018
379367092.421027,5935
379367098.304415,9467
379367098.964176,2986
379367101.874757,1520
379367104.359092,5558
379367105.481469,5526
379367107.245547,1617
379367113.658055,9649
379367114.713114,10246
379367120.844239,3302
379367124.57479,5738
379367129.200676,13161
379367130.928292,9745
379367132.892956,6404
379367137.619836,1519
379367144.617561,355
379367149.343184,8394
379367154.695002,13454
379367162.14682,980
379367168.268011,8202
379367172.632386,1204
379367179.019004,968
379367186.132299,2340
379367188.078905,2234
379367192.225793,13450
379367199.624063,1861
379367206.871566,13502
379367208.555148,4309
379367213.07329,372
379367222.672053,5637
379367233.359731,2838
379367238.688416,4101
379367245.800686,9715
379367254.119939,3083
379367259.154521,3557
379367262.517011,1494
379367273.417878,13725
379367277.926767,7012
379367284.706641,3056
379367291.530164,13527
379367294.06355,501
379367305.030062,13564
379367311.929386,13622
379367322.181198,913
379367326.897143,5862
379367332.8381,910
379367338.62037,12454
379367346.596414,3811
379367351.60673,2390
379367362.934902,1401
379367365.57656,11512
379367367.501508,12121
379367373.139724,1598
379367374.918004,1418
379367378.791856,1586
379367383.846219,3851
379367387.201303,346
379367391.108148,8412
379367395.119281,183
379367402.054633,1729
379367403.245629,5959
379367409.265429,6289
379367413.956792,1027
379367418.698224,6397
379367423.581249,3526
379367426.879238,2885
379367429.780009,13821
379367434.680394,10704
379367440.64206,5232
379367446.510994,1232
379367453.424237,3684
379367458.717899,13868
379367468.521109,2985
379367474.84745,1422
379367490.268824,13928
379367498.013922,13832
379367502.146756,7894
379367506.651341,8318
379367514.016203,3561
379367520.555467,4070
379367526.071778,5881
379367531.193637,5547
379367537.603408,11821
379367538.027893,11849
379367541.415159,1939
379367547.40312,6103
379367552.817423,7013
379367563.26973,2275
379367572.250933,4747
379367589.478051,235
379367605.053299,170
379367613.748973,14071
379367631.352274,9534
379367642.423913,12095
379367652.925727,945
379367663.70983,13942
379367669.457515,3054
379367671.769253,166
379367676.101044,4822
379367685.719462,375
379367690.749284,3530
379367689.315968,2463
379367694.12698,1115
379367701.113831,8454
379367701.954037,13988
379367706.289563,11003
379367708.343216,5317
379367712.975262,9398
379367718.691715,6451
379367723.506223,4638
379367726.297624,13924
379367729.744746,5586
379367732.988871,13356
379367737.794156,3234
379367741.732233,966
379367745.746807,3672
379367747.526595,13951
379367751.298639,2396
379367755.316226,13982
379367761.337563,7141
379367766.79388,7661
379367767.19719,13859
379367774.154388,9041
379367785.435064,1462
379367801.438555,189
379367811.85091,270
379367838.984174,8806
379367843.983184,9982
379367855.534305,13724
379367865.87899,8617
379367880.578729,8279
379367884.877707,13706
379367898.63172,8465
379367909.13573,4009
379367921.516181,13675
379367934.576426,1530
379367947.379059,10365
379367958.797589,5449
379367974.59957,145
379367982.038946,13611
379367990.696406,9101
379368004.675806,2185
379368014.532952,5303
379368023.973262,1772
379368034.244309,627
379368044.303034,1444
379368062.30251,13457
379368082.226332,13458
379368094.942248,10627
379368117.294796,3003
379368126.495076,13374
379368140.939362,8583
379368154.543607,1709
379368167.165922,13335
379368175.319857,1478
379368197.950852,8611
379368215.195697,802
379368221.97574,1508
379368239.504691,1078
379368251.143986,5810
379368263.837405,8443
379368274.753888,8487
379368286.217732,3952
379368302.357126,13158
379368312.096471,1039
379368320.514228,1542
379368330.027559,14223
379368338.687167,13590
379368347.395314,1433
379368357.07792,2690
379368369.824747,13302
379368386.011336,12381
379368396.653195,10559
379368408.59219,13350
379368418.608737,13356
379368430.374247,4591
379368442.091009,7013
379368456.07797,3527
379368468.927035,11397
379368486.12611,4158
379368497.979167,4785
379368508.619689,13402
379368511.343325,13433
379368515.867408,2752
379368521.796302,4194
379368529.486817,8174
379368540.585923,1488
379368551.325572,13606
379368568.538695,13439
379368575.947768,1271
379368590.774345,586
379368601.612134,13603
379368622.163266,1432
379368628.469391,13901
379368641.220446,7707
379368653.613956,4051
379368664.898066,9139
379368678.794788,3882
379368686.694595,2496
379368699.977446,13055
379368718.318345,13532
379368729.228745,3215
379368746.423406,5352
379368763.926637,13873
379368782.69469,14148
379368791.722501,13794
379368804.797447,2522
379368820.579954,6103
379368845.588855,13839
379368863.715069,11308
379368867.023122,7254
379368875.298449,9306
379368886.665496,3986
379368906.184922,4548
379368920.122149,342
379368934.664451,6982
379368947.793495,9144
379368971.295123,14008
379368983.230113,774
379368995.852658,1936
379369007.63311,14032
379369025.200623,2207
379369046.688756,6740
379369055.84301,13987
379369067.694509,13845
379369080.588529,1509
379369087.2981,8178
379369102.556706,504
379369121.391531,8410
379369129.605939,12276
379369135.774711,3003
379369138.555322,13859
379369144.581113,3131
379369145.889278,13824
379369148.287473,11418
379369150.821271,13743
379369153.36327,11169
379369155.360143,13736
379369156.52831,13832
379369159.188322,13766
379369163.674031,1479
379369167.613357,9448
379369169.061904,2998
379369171.32146,8245
379369175.035797,13753
379369180.616032,11907
379369183.683308,2521
379369184.941735,13773
379369187.326295,1401
379369194.214173,3405
379369195.724906,13707
379369200.482718,125
379369206.614534,13737
379369207.687884,8065
379369210.764657,13726
379369215.239564,13757
379369221.491034,1213
379369229.096165,11036
379369231.475751,13677
379369239.041709,6596
379369257.062158,5255
379369264.823552,13644
379369270.219068,449
379369274.210776,217
379369278.755295,12654
379369285.255463,6173
379369300.535221,13508
379369313.869331,10607
379369324.197119,13531
379369327.458503,6568
379369335.120476,713
379369338.735115,2336
379369344.382139,1590
379369345.372194,7168
379369352.017501,7755
379369357.790355,13474
379369358.579539,3181
379369361.693829,1664
379369367.06788,3064
379369369.205552,4832
379369375.29999,13683
379369378.054175,13482
379369382.241076,433
379369393.597248,1520
379369399.580751,4819
379369402.752557,9865
379369425.25002,13431
379369434.962737,2899
379369441.54984,11559
379369452.563,5701
379369467.564386,379
379369477.35402,2338
379369481.408647,10383
379369485.582316,1144
379369493.478482,1180
379369501.865831,8878
379369514.670379,13177
379369523.156898,1220
379369536.926273,11127
379369545.912264,12109
379369551.019916,11262
379369562.385585,527
379369588.5668,4625
379369606.358139,5445
379369620.341454,309
379369631.933471,9748
379369642.051989,13207
379369650.356226,767
379369664.243155,202
379369678.868024,13393
379369689.668979,12047
379369708.191465,2327
379369728.341835,8579
379369744.222139,1554
379369754.341592,13406
379369774.024748,2389
379369788.351163,13346
379369799.634312,1272
379369815.346479,8392
379369827.168278,6036
379369843.351567,13375
379369863.329859,11336
379369882.695634,1316
379369896.628835,527
379369924.705216,5421
379369945.603863,261
379369958.537582,13614
379369968.738851,1628
379369980.417841,1491
379369995.916529,13662
379370013.974471,13657
379370022.429354,13717
379370034.400112,1207
379370045.908423,7570
379370057.265955,13704
379370067.271134,13957
379370089.842703,13768
379370104.19905,451
379370120.901689,295
379370136.540835,13874
379370159.040831,13832
379370167.056639,154
379370179.667956,13909
379370191.513658,6244
379370201.643881,14054
379370213.586043,4850
379370236.017787,11120
379370253.013668,4649
379370265.134865,1464
379370282.429238,1666
379370289.540886,2587
379370316.734356,14047
379370330.193818,1533
379370338.512218,1501
379370345.826792,11596
379370360.394455,150
379370373.006278,13928
379370391.607101,149
379370409.580993,1479
379370424.26006,2218
379370451.690228,1454
379370467.880481,12382
379370481.261651,12988
379370502.732604,494
379370518.198642,13676
379370532.10313,13769
379370548.558283,13467
379370558.323879,283
379370568.692429,13682
379370583.203049,3786
379370594.517506,8005
379370606.824437,12747
379370616.74405,566
379370628.344812,2105
379370638.807184,9037
379370656.60383,9817
379370664.784774,13545
379370677.192193,11413
379370691.061086,2195
379370713.630068,201
379370728.480902,1381
379370739.160581,11072
379370755.837371,13364
379370766.544368,4696
379370785.81189,129
379370801.470837,13374
379370818.37995,5692
379370827.464235,9474
379370848.617305,13305
379370862.484511,2253
379370870.001483,13274
379370886.525505,14143
379370891.074983,2273
379370913.746235,4129
379370929.325057,13159
379370937.070037,10980
379370947.459355,13150
379370960.661789,6488
379370967.240183,13150
379370972.356436,6679
379370990.353283,13273
379371011.311741,5486
379371022.193402,4124
379371033.629178,13331
379371046.806506,1434
379371061.029549,347
379371083.87242,12644
379371096.218785,3515
379371107.918822,1481
379371121.459108,8294
379371139.405264,9429
379371159.122236,1167
379371172.074566,2943
379371190.41628,13485
379371202.67793,12013
379371216.805897,214
379371228.238397,1355
379371247.38166,13513
379371256.346932,1012
379371272.170046,5388
379371287.457702,13613
379371296.446251,1964
379371312.160557,4670
379371328.637283,13607
379371336.67156,13670
379371350.361232,140
379371359.919309,9319
379371373.65853,260
379371384.24255,1510
379371406.09056,136
379371423.117311,140
379371437.512115,13904
379371457.898692,13831
379371470.112648,7476
379371484.273035,13796
379371493.617054,1286
379371510.029913,429
379371519.372528,154
379371530.702358,14012
379371542.668755,5304
379371547.336761,14002
379371566.234391,9483
379371585.981875,14027
379371597.544143,12563
379371606.160813,1436
379371617.135549,1566
379371632.344492,737
379371641.233706,14076
379371656.155783,13507
379371662.554802,4643
379371680.08811,13975
379371698.390444,13906
379371711.905688,13863
379371727.871722,12047
379371740.895568,1520
379371750.985769,847
379371764.62975,13875
379371783.075897,2082
379371797.660118,1535
379371815.142433,13801
379371829.659904,13929
379371840.362375,2405
379371852.531817,1663
379371870.417791,9818
379371883.40502,3306
379371895.488619,13893
379371908.003554,8246
379371922.836436,4371
379371945.235123,3661
379371961.733324,3398
379371976.345157,3043
379371995.040769,13720
379372015.685851,13497
379372028.829415,3710
379372049.263243,1409
379372063.051634,4542
379372080.617656,4766
379372098.571701,4671
379372110.964792,11657
379372123.132455,13355
379372138.508251,1505
379372155.798508,10707
379372172.445172,1283
379372183.758153,4037
379372207.495442,13275
379372218.293863,1295
379372231.58699,13167
379372239.526926,13649
379372252.015298,13146
379372269.718324,13160
379372275.088934,13141
379372285.386368,1509
379372292.033241,13159
379372304.497347,13710
379372319.070024,205
379372329.135164,13397
379372352.432824,13245
379372359.007758,13308
379372381.458959,13536
379372392.177048,998
379372403.257406,6331
379372411.288372,2157
379372429.365896,13386
379372440.467354,276
379372456.034048,1464
379372469.328687,13415
379372478.355173,13118
379372488.181733,13415
379372505.586854,1534
379372513.316916,13690
379372523.692441,904
379372536.116148,13525
379372551.633786,13573
379372572.173082,13519
379372592.943949,13099
379372608.947038,8595
379372625.674349,13625
379372636.042271,13629
379372648.855619,14253
379372661.540329,13702
379372679.082842,930
379372702.905259,13685
379372718.317793,13741
379372731.134168,401
379372750.941967,13819
379372773.104202,6092
379372786.610867,2708
379372798.073014,5135
379372807.92718,13909
379372833.525615,3180
379372846.268795,10059
379372851.754705,13999
379372866.821573,10150
379372870.750296,211
379372893.228157,13492
379372905.180199,4004
379372922.635618,11713
379372935.538258,10588
379372944.302905,14086
379372962.761559,14082
379372976.639888,1471
379372988.399345,1394
379373002.442066,5116
379373007.917883,13972
379373013.722238,1496
379373025.706635,13573
379373033.742909,154
379373051.538214,1175
379373069.460068,803
379373079.878559,9903
379373089.531284,10666
379373101.677814,8884
379373122.236698,11686
379373126.979866,13804
379373134.715735,13853
379373147.425864,1468
379373154.224176,8115
379373177.077474,6911
379373190.543603,1463
379373213.38112,13706
379373229.983646,13886
379373240.786481,602
379373248.52392,13607
379373264.407795,12161
379373278.555868,6547
379373287.952881,13564
379373303.744258,4003
379373314.64531,140
379373334.222485,561
379373348.379531,13473
379373360.096404,5318
379373374.016399,13462
379373391.247159,13451
379373406.488971,429
379373416.75068,5710
379373430.446091,1039
379373445.125385,5543
379373462.595393,1810
379373470.70951,13426
379373479.700602,11984
379373497.527926,205
379373519.878566,4917
379373532.055959,7717
379373545.901791,5793
379373555.173487,3244
379373575.08086,6118
379373598.595053,13152
379373603.336983,13499
379373611.74869,1509
379373626.929362,13140
379373633.23687,9326
379373657.861472,595
379373669.688871,6034
379373689.052313,13291
379373702.394912,7144
379373717.62336,13306
379373726.606096,13333
379373743.956613,13314
379373753.033344,1488
379373767.625221,13470
379373778.357791,2443
379373787.398718,13411
379373796.010251,2653
379373807.403464,156
379373822.782255,574
379373835.780006,13579
379373844.483453,293
379373869.428884,12971
379373884.428105,405
379373892.166735,14076
379373901.284365,13480
379373914.268766,13531
379373929.414442,3140
379373942.589357,13558
379373960.308436,1567
379373980.006054,10974
379373997.332952,9914
379374009.408841,1559
379374026.026333,13764
379374041.507459,4858
379374050.732018,13727
379374062.80456,13699
379374081.999198,2807
379374091.109931,13815
379374101.699335,3737
379374108.901096,13770
379374119.886541,14174
379374133.886259,8000
379374143.822265,13881
379374157.264431,13880
379374172.545629,371
379374189.444105,1450
379374209.483432,13954
379374212.364252,1086
379374228.504058,13846
379374241.702655,9194
